City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,chita,52.0333,113.55,264.09,93,75,1.0,RU,1731279037
366,san luis de la loma,17.2706,-100.8939,301.25,78,49,2.4,MX,1731279039
367,samarinda,-0.5,117.15,297.62,96,100,0.31,ID,1731279040
368,ar ruways,24.1103,52.7306,297.05,61,7,1.54,AE,1731279041
369,suva,-18.1416,178.4415,298.31,86,44,5.07,FJ,1731279042
370,wainwright,52.839,-110.8572,274.43,79,91,2.6,CA,1731279043
371,namdrik,5.5994,168.1028,300.74,78,100,4.96,MH,1731279044
372,takoradi,4.8845,-1.7554,299.19,84,16,1.95,GH,1731279045
373,boali,4.8005,18.1275,295.93,88,64,0.77,CF,1731279047
374,sivas,39.7916,37.0019,279.5,45,0,4.63,TR,1731279048
375,saudarkrokur,65.7461,-19.6394,277.69,83,90,9.24,IS,1731279049
376,nadym,65.5333,72.5167,261.16,93,100,11.45,RU,1731279050
377,sarina,-21.4333,149.2167,303.3,36,100,3.57,AU,1731279051
378,belmonte,-15.8631,-38.8828,296.66,94,100,5.17,BR,1731279052
379,la'ie,21.6477,-157.9253,299.85,81,15,2.24,US,1731279054
380,kuta,-8.7233,115.1723,300.12,89,20,2.06,ID,1731279055
381,morehead city,34.7229,-76.726,295.15,77,75,2.68,US,1731279056
382,box elder,41.5005,-112.8764,283.36,47,79,1.12,US,1731279057
383,rakops,-21.0167,24.3333,297.52,57,99,3.26,BW,1731279058
384,darwin,-12.4611,130.8418,303.68,66,75,2.57,AU,1731278961
385,merizo village,13.2658,144.6691,302.03,87,99,7.42,GU,1731279060
386,yugo-kamskiy,57.7053,55.5894,268.55,87,50,4.09,RU,1731279062
387,mar del plata,-38.0023,-57.5575,288.76,93,100,5.81,AR,1731279063
388,tobelo,1.7284,128.0095,300.8,80,34,0.57,ID,1731279064
389,zaragoza,41.6561,-0.8773,287.05,69,0,6.69,ES,1731279065
390,franklin,39.9667,-83.0166,289.69,97,100,6.17,US,1731279066
391,fada,7.25,4.0667,295.98,93,59,0.74,NG,1731279067
392,dhuusamarreeb,5.535,46.3861,298.96,68,97,3.85,SO,1731279068
393,sangueya,10.7,-14.3667,297.74,80,0,1.33,GN,1731279070
394,kayyerkan,69.3786,87.7439,249.52,93,72,1.82,RU,1731279071
395,marka,1.7159,44.7717,298.99,87,48,2.93,SO,1731279072
396,mejit,10.2753,170.8646,301.17,78,7,9.24,MH,1731279073
397,warrensburg,38.7628,-93.7361,289.09,51,0,3.09,US,1731279074
398,piton saint-leu,-21.2196,55.3151,296.21,69,0,1.54,RE,1731279075
399,cole harbour,44.6724,-63.4751,279.86,54,14,3.09,CA,1731279077
400,pavlodar,52.3,76.95,274.04,86,100,8.0,KZ,1731279078
401,xilin hot,43.9667,116.0333,279.78,66,100,9.55,CN,1731279079
402,bozyazi,36.1082,32.9611,290.94,71,100,3.89,TR,1731279080
403,onguday,50.75,86.15,272.72,66,100,2.62,RU,1731279081
404,quiindy,-25.9667,-57.2667,300.46,38,0,1.4,PY,1731279082
405,achacachi,-16.05,-68.6833,281.93,71,87,5.08,BO,1731279083
406,villa corzo,16.1667,-93.25,298.63,77,90,1.71,MX,1731279085
407,tolanaro,-25.0319,46.9987,297.19,83,0,7.72,MG,1731279086
408,shangrao,28.4532,117.9686,289.36,96,14,1.53,CN,1731279087
409,umluj,25.0213,37.2685,298.65,65,24,5.23,SA,1731279088
410,shahrud,36.4182,54.9763,281.89,50,1,1.01,IR,1731279089
411,keflavik,64.0049,-22.5624,279.39,75,75,9.77,IS,1731279090
412,chimoio,-19.1164,33.4833,296.07,88,20,0.77,MZ,1731279091
413,manakara,-22.1333,48.0167,296.61,95,73,3.33,MG,1731279093
414,sorong,-0.8833,131.25,300.14,79,92,0.63,ID,1731279094
415,cam ranh,11.9214,109.1591,296.13,94,20,2.06,VN,1731279095
416,bonthe,7.5264,-12.505,299.38,84,36,1.63,SL,1731279096
417,cabedelo,-6.9811,-34.8339,299.52,74,100,4.04,BR,1731279097
418,iglino,54.8324,56.4126,265.78,96,12,2.06,RU,1731279098
419,hirara,24.8,125.2833,298.07,94,40,6.69,JP,1731279099
420,kavieng,-2.5744,150.7967,302.23,71,81,6.05,PG,1731279101
421,naze,28.3667,129.4833,295.66,91,17,2.7,JP,1731279102
422,labytnangi,66.6572,66.4183,254.69,89,24,3.14,RU,1731279103
423,aberdeen,57.1437,-2.0981,280.67,81,0,2.57,GB,1731279104
424,mana,5.6592,-53.7767,300.75,81,100,5.5,GF,1731279105
425,calama,-22.4667,-68.9333,296.42,10,0,10.8,CL,1731279108
426,salalah,17.0151,54.0924,297.2,60,0,1.54,OM,1731279109
427,damavand,35.7178,52.065,278.41,59,0,0.92,IR,1731279110
428,campbell river,50.0163,-125.2446,282.36,100,100,8.75,CA,1731278966
429,bikenibeu village,1.3673,173.1241,304.13,70,40,6.17,KI,1731279112
430,walsall,52.5853,-1.984,284.82,93,97,1.34,GB,1731279114
431,primorsko-akhtarsk,46.0497,38.1747,279.16,75,66,4.12,RU,1731279116
432,babolsar,36.7025,52.6576,286.99,80,2,1.63,IR,1731279117
433,bocaiuva,-17.1078,-43.815,295.43,87,44,3.92,BR,1731279118
434,buurhakaba,2.8026,44.0781,297.47,86,88,2.9,SO,1731279119
435,amga,60.8953,131.9608,257.52,98,100,1.01,RU,1731279120
436,musanze,-1.4998,29.635,287.35,94,100,0.75,RW,1731279121
437,alofi,-19.0595,-169.9187,300.09,74,75,10.29,NU,1731279123
438,amasra,41.7463,32.3863,283.65,74,92,1.86,TR,1731279124
439,olyokminsk,60.3736,120.4264,256.13,99,92,1.37,RU,1731279125
440,tabalosos,-6.35,-76.6833,291.63,97,81,1.71,PE,1731279126
441,cidreira,-30.1811,-50.2056,293.89,75,0,9.38,BR,1731279127
442,igrim,63.1906,64.4162,262.28,80,46,5.01,RU,1731279128
443,tanjung selor,2.8372,117.3642,297.47,98,99,0.43,ID,1731279129
444,vallenar,-28.5708,-70.7581,297.59,39,5,1.98,CL,1731279131
445,aljezur,37.3191,-8.8033,289.17,87,45,4.21,PT,1731279132
446,rechka-vydrino,51.485,104.8461,271.56,50,25,2.44,RU,1731279133
447,qazigund,33.6333,75.15,281.72,54,0,1.5,IN,1731279134
448,belogorsk,50.9158,128.4611,265.05,82,32,2.46,RU,1731279135
449,goz beida,13.95,20.55,298.3,25,58,3.64,TD,1731279136
450,vilyuysk,63.7553,121.6247,260.76,96,100,2.2,RU,1731279137
451,akureyri,65.6835,-18.0878,281.11,61,75,3.6,IS,1731279139
452,den burg,53.0542,4.7972,284.14,76,100,4.12,NL,1731279140
453,paphos,34.7667,32.4167,290.03,94,40,3.09,CY,1731279141
454,chegdomyn,51.1167,133.0167,263.2,88,28,1.55,RU,1731279142
455,maridi,4.9158,29.4742,292.23,97,100,2.12,SS,1731279143
456,dunedin,-45.8742,170.5036,286.37,49,66,2.68,NZ,1731279014
457,champoton,19.35,-90.7167,300.47,79,81,3.04,MX,1731278984
458,colonia,50.9333,6.95,283.22,92,96,1.38,DE,1731279147
459,salinopolis,-0.6136,-47.3561,300.33,80,66,5.51,BR,1731279148
460,belyy yar,53.6039,91.3903,275.09,69,0,6.0,RU,1731279149
461,moires,35.0532,24.8744,286.05,70,4,1.34,GR,1731279150
462,kashary,49.04,41.0056,278.61,83,100,2.03,RU,1731279151
463,tartagal,-22.5164,-63.8013,300.63,46,0,2.07,AR,1731279152
464,zheleznogorsk-ilimskiy,56.5768,104.1217,263.23,89,64,1.71,RU,1731279146
465,maymana,35.9214,64.7836,281.3,62,51,0.91,AF,1731279155
466,floro,61.5996,5.0328,280.13,87,100,8.23,NO,1731279156
467,amarillo,35.222,-101.8313,291.5,39,0,1.27,US,1731279157
468,kaya,13.0917,-1.0844,298.06,20,6,3.47,BF,1731279158
469,tayga,56.06,85.6197,272.58,96,100,6.08,RU,1731279159
470,muisne,0.6,-80.0333,297.11,80,100,4.46,EC,1731279160
471,sur,22.5667,59.5289,299.33,55,0,2.88,OM,1731279162
472,anori,-3.7728,-61.6442,297.87,89,92,1.41,BR,1731279163
473,sinabang,2.4803,96.3801,299.14,87,100,0.88,ID,1731279164
474,lubango,-14.9172,13.4925,289.07,100,98,3.6,AO,1731279165
475,cushing,35.9851,-96.767,294.21,34,0,2.06,US,1731279166
476,komsomol'skiy,43.9783,46.6985,279.62,76,25,2.16,RU,1731279167
477,sumbawa besar,-8.5,117.4333,300.12,75,10,1.21,ID,1731279168
478,arraial do cabo,-22.9661,-42.0278,295.75,72,6,3.29,BR,1731279170
479,ulsteinvik,62.3432,5.8487,283.88,65,99,2.68,NO,1731279171
480,gonabad,34.3529,58.6837,284.1,52,1,0.11,IR,1731279172
481,jayapura,-2.5333,140.7,297.81,90,74,2.18,ID,1731279173
482,saint-joseph,-21.3667,55.6167,297.36,87,27,4.3,RE,1731279174
483,punta del este,-34.9667,-54.95,297.21,91,75,4.47,UY,1731279176
484,ceyrat,45.7318,3.0633,283.5,94,100,5.14,FR,1731279177
485,mournies,35.4764,24.0092,299.19,82,75,0.0,GR,1731279178
486,barkly west,-28.5354,24.5215,292.11,18,5,3.39,ZA,1731279179
487,nelson bay,-32.7167,152.15,295.42,82,90,2.68,AU,1731279180
488,matsuto,36.5167,136.5667,286.0,100,40,1.03,JP,1731279181
489,laojunmiao,39.8333,97.7333,274.97,64,68,2.31,CN,1731279183
490,thunder bay,48.4001,-89.3168,281.14,100,100,1.54,CA,1731279184
491,moranbah,-22.0016,148.0466,301.15,47,80,4.97,AU,1731279185
492,abilene,32.4487,-99.7331,295.42,41,0,2.57,US,1731279186
493,bengkulu,-3.8004,102.2655,297.48,90,68,1.55,ID,1731279187
494,busalla,44.5706,8.9454,284.73,63,0,10.29,IT,1731279188
495,jodhpur,26.2867,73.03,297.29,26,0,2.46,IN,1731279189
496,arba minch,6.0333,37.55,292.47,79,44,1.28,ET,1731279191
497,whangarei,-35.7317,174.3239,288.12,98,96,1.78,NZ,1731279052
498,tomatlan,19.9333,-105.25,302.03,68,29,4.12,MX,1731279193
499,kangding,30.0513,101.9603,280.25,72,0,1.92,CN,1731279194
500,gaigeturi,33.4644,126.3183,290.18,72,20,2.57,KR,1731279195
501,kenai,60.5544,-151.2583,276.56,68,0,2.57,US,1731279196
502,socorro,31.6546,-106.3033,294.71,19,20,1.54,US,1731279198
503,monte santo,-10.4378,-39.3328,298.48,57,100,4.36,BR,1731279199
504,banjarmasin,-3.3244,114.591,298.23,94,95,1.5,ID,1731279200
505,ibia,-19.4783,-46.5389,295.18,77,64,1.35,BR,1731279201
506,bandar-e lengeh,26.5579,54.8807,298.78,49,20,1.24,IR,1731279202
507,abashiri,44.0213,144.2697,281.41,94,100,3.15,JP,1731279203
508,maracai,-22.6106,-50.6672,297.26,64,2,2.66,BR,1731279204
509,ujae,8.9322,165.7642,301.84,76,53,8.06,MH,1731279206
510,winkler,49.1817,-97.941,279.27,81,100,6.69,CA,1731279207
511,svishtov,43.6231,25.3539,279.3,89,100,1.53,BG,1731279208
512,ramnagar,29.4,79.1167,291.18,67,0,2.24,IN,1731279209
513,gambiran satu,-8.3939,114.1464,297.22,95,87,1.01,ID,1731279210
514,ust'-kulom,61.6864,53.6902,267.11,92,88,3.19,RU,1731279211
515,vilhena,-12.7406,-60.1458,296.27,94,75,4.63,BR,1731279213
516,bac kan,22.1333,105.8333,291.39,78,5,0.97,VN,1731279214
517,ingeniero guillermo n. juarez,-23.9,-61.85,305.64,24,0,3.61,AR,1731279215
518,parral,26.9333,-105.6667,296.29,20,0,2.61,MX,1731279216
519,mammoth lakes,37.6485,-118.9721,286.93,20,0,5.14,US,1731279217
520,acarau,-2.8856,-40.12,298.81,85,89,8.58,BR,1731279218
521,namtsy,62.7161,129.6658,254.49,100,98,0.52,RU,1731279219
522,san-pedro,4.7485,-6.6363,298.64,89,36,2.28,CI,1731279221
523,kiunga,-6.1219,141.2906,297.93,93,100,1.43,PG,1731279222
524,skeldon,5.8833,-57.1333,300.76,80,73,4.1,GY,1731279223
525,kyzyl,51.7,94.45,267.47,51,97,0.68,RU,1731279224
526,nuku'alofa,-21.1333,-175.2,299.34,83,75,7.2,TO,1731279225
527,napili-honokowai,20.9708,-156.6705,302.79,65,2,7.42,US,1731279226
528,bel ombre,-4.6167,55.4167,298.06,88,75,2.06,SC,1731279228
529,severo-yeniseyskiy,60.3725,93.0408,265.48,87,100,3.14,RU,1731279229
530,angaur state,6.906,134.13,301.22,75,23,1.01,PW,1731279230
531,santiago de cao,-7.9589,-79.2392,292.22,82,54,3.6,PE,1731279231
532,taro,-8.3862,115.28,294.76,95,39,0.34,ID,1731279232
533,linqiong,30.4159,103.4609,288.07,87,100,0.93,CN,1731279233
534,vangaindrano,-23.35,47.6,296.22,94,79,1.92,MG,1731279235
535,papao,-17.75,-149.55,302.97,87,100,8.36,PF,1731279237
536,pontianak,-0.0333,109.3333,298.14,94,20,1.03,ID,1731279238
537,dolinsk,47.35,142.8,275.45,65,2,7.1,RU,1731279239
538,dalandzadgad,43.5708,104.425,274.59,27,0,2.41,MN,1731279240
539,freetown,8.484,-13.2299,300.99,78,40,2.06,SL,1731279241
540,luderitz,-26.6481,15.1594,288.29,78,0,7.06,NA,1731279243
541,vikulovo,56.8167,70.6107,265.58,87,100,5.87,RU,1731279244
542,chernyshevskiy,63.0128,112.4714,256.92,98,100,2.32,RU,1731279245
543,bedele,8.456,36.353,285.0,93,9,0.79,ET,1731279246
544,baukau,51.5526,7.2042,282.86,95,99,1.56,DE,1731279247
545,taoudenni,22.6783,-3.9836,298.48,20,27,4.43,ML,1731279248
546,jibia,13.0978,7.2225,294.65,22,87,4.05,NG,1731279250
547,challakere,14.3167,76.65,294.47,79,75,1.96,IN,1731279251
548,sabang,5.8933,95.3214,300.83,79,100,3.6,ID,1731279253
549,narvik,68.4384,17.4272,276.63,83,34,2.49,NO,1731279254
550,ojinaga,29.5667,-104.4167,302.36,8,0,0.0,MX,1731279255
551,nefta,33.8731,7.8777,292.29,58,2,2.31,TN,1731279256
552,tazovsky,67.4667,78.7,260.13,93,100,7.84,RU,1731279258
553,manokwari,-0.8667,134.0833,300.8,71,100,0.5,ID,1731279259
554,nahiyat al fuhud,30.9697,46.7228,297.52,31,100,1.89,IQ,1731279260
555,howrah,22.5892,88.3103,296.15,83,0,3.09,IN,1731279261
556,christchurch,-43.5333,172.6333,291.11,54,40,9.26,NZ,1731279174
557,sretensk,52.2453,117.7093,264.63,90,100,1.62,RU,1731279265
558,kuanda,56.3161,116.0806,256.21,97,100,0.3,RU,1731279266
559,kallupatti,9.7167,77.8667,298.13,73,13,2.07,IN,1731279267
560,bichura,50.5881,107.6022,263.59,93,16,1.8,RU,1731279268
561,slantsy,59.1182,28.0914,274.39,96,84,1.69,RU,1731279269
562,labrador city,52.9463,-66.9114,273.25,73,100,4.63,CA,1731279272
563,sainte-menehould,49.0833,4.9,281.53,93,15,2.37,FR,1731279273
564,gaiman,-43.2897,-65.4929,289.26,39,78,5.23,AR,1731279274
565,odacho-oda,35.1833,132.5,289.37,82,62,1.37,JP,1731279275
566,galle,6.0367,80.217,297.88,88,71,1.93,LK,1731279276
567,soure,-0.7167,-48.5233,300.52,78,53,6.24,BR,1731279278
568,sao felix do xingu,-6.6447,-51.995,300.18,54,90,0.15,BR,1731279280
569,smithers,54.7804,-127.1743,275.33,75,100,6.17,CA,1731279281
570,usogorsk,63.4106,48.6872,266.76,97,33,1.03,RU,1731279282
571,dalaba,10.7,-12.25,291.07,55,0,1.45,GN,1731279283
